room_id,survey_id,host_id,room_type,country,city,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,bathrooms,price,minstay,last_modified,latitude,longitude,location
13375987,1445,72941122,Entire home/apt,,PEEL,,CALEDON,0,0.0,16,4.0,,340.0,,2017-07-10 08:24:43.102533,43.860184,-79.829021,0101000020E61000009FAC18AE0EF553C06F4562821AEE4540
11211086,1445,41954701,Entire home/apt,,PEEL,,BRAMPTON,20,5.0,16,6.0,,317.0,,2017-07-10 08:24:43.083221,43.767885,-79.755716,0101000020E61000001844A4A65DF053C0630B410E4AE24540
18929535,1445,25276462,Entire home/apt,,PEEL,,MISSISSAUGA,0,0.0,8,4.0,,359.0,,2017-07-10 08:24:43.076875,43.567421,-79.580044,0101000020E61000006D8FDE701FE553C025085740A1C84540
4838702,1445,4124418,Entire home/apt,,PEEL,,MISSISSAUGA,5,3.0,6,3.0,,240.0,,2017-07-10 08:24:41.393564,43.587826,-79.641535,0101000020E6100000520FD1E80EE953C087DEE2E13DCB4540
16607205,1445,52465143,Entire home/apt,,PEEL,,MISSISSAUGA,0,0.0,2,2.0,,212.0,,2017-07-10 08:24:40.124891,43.542597,-79.675095,0101000020E61000005CACA8C134EB53C030F488D173C54540
18958731,1445,132204399,Entire home/apt,,PEEL,,MISSISSAUGA,0,0.0,6,3.0,,296.0,,2017-07-10 08:24:38.302395,43.523861,-79.679811,0101000020E6100000821DFF0582EB53C02E5393E00DC34540
5190580,1445,23792645,Entire home/apt,,PEEL,,MISSISSAUGA,3,4.5,6,3.0,,200.0,,2017-07-10 08:24:36.088427,43.585782,-79.642886,0101000020E61000009A43520B25E953C0F14A92E7FACA4540
12890386,1445,6545037,Entire home/apt,,PEEL,,MISSISSAUGA,0,0.0,2,1.0,,151.0,,2017-07-10 08:24:34.269384,43.584917,-79.648395,0101000020E6100000F4F8BD4D7FE953C0EDEF6C8FDECA4540
2957082,1445,14335967,Entire home/apt,,PEEL,,MISSISSAUGA,11,4.5,4,2.0,,144.0,,2017-07-10 08:24:34.266722,43.583714,-79.644214,0101000020E610000006685BCD3AE953C0D21BEE23B7CA4540
9200586,1445,47855766,Entire home/apt,,PEEL,,MISSISSAUGA,3,4.5,4,2.0,,160.0,,2017-07-10 08:24:34.264547,43.587748,-79.643588,0101000020E61000004606B98B30E953C00B2593533BCB4540
18927529,1445,23792645,Entire home/apt,,PEEL,,MISSISSAUGA,0,0.0,4,2.0,,160.0,,2017-07-10 08:24:34.257407,43.587503,-79.641419,0101000020E61000001D0247020DE953C0A4A65D4C33CB4540
17544962,1445,48533163,Entire home/apt,,PEEL,,MISSISSAUGA,3,4.5,5,2.0,,160.0,,2017-07-10 08:24:34.252216,43.586873,-79.641414,0101000020E6100000944C4EED0CE953C0E4F38AA71ECB4540
826584,1445,4124418,Entire home/apt,,PEEL,,MISSISSAUGA,10,4.5,3,1.0,,156.0,,2017-07-10 08:24:32.397526,43.586933,-79.641611,0101000020E61000003F70952710E953C0BAF8DB9E20CB4540
10058955,1445,23792645,Entire home/apt,,PEEL,,MISSISSAUGA,1,0.0,5,3.0,,160.0,,2017-07-10 08:24:32.388976,43.586287,-79.643467,0101000020E6100000894336902EE953C0F488D1730BCB4540
17610365,1445,113466163,Entire home/apt,,PEEL,,MISSISSAUGA,0,0.0,6,4.0,,151.0,,2017-07-10 08:24:32.380888,43.565748,-79.740918,0101000020E610000022C154336BEF53C082E3326E6AC84540
2530127,1445,1718194,Entire home/apt,,PEEL,,MISSISSAUGA,11,4.0,5,2.0,,160.0,,2017-07-10 08:24:31.533350,43.586357,-79.644099,0101000020E6100000B91803EB38E953C0ED6305BF0DCB4540
4589786,1445,23792645,Entire home/apt,,PEEL,,MISSISSAUGA,14,4.5,4,2.0,,160.0,,2017-07-10 08:24:31.528518,43.593943,-79.635445,0101000020E6100000085A8121ABE853C01558005306CC4540
18996740,1445,132511966,Entire home/apt,,PEEL,,BRAMPTON,0,0.0,8,5.0,,160.0,,2017-07-10 08:24:30.719031,43.72401,-79.791617,0101000020E61000004A7D59DAA9F253C00DFD135CACDC4540
3917098,1445,4124418,Entire home/apt,,PEEL,,MISSISSAUGA,3,4.5,2,1.0,,136.0,,2017-07-10 08:24:29.351180,43.588226,-79.642307,0101000020E61000007BBFD18E1BE953C0155454FD4ACB4540
15123000,1445,4124418,Entire home/apt,,PEEL,,MISSISSAUGA,1,0.0,3,1.0,,140.0,,2017-07-10 08:24:29.338923,43.586471,-79.64009,0101000020E6100000C91F0C3CF7E853C0B686527B11CB4540
6570831,1445,34367319,Entire home/apt,,PEEL,,MISSISSAUGA,28,4.5,4,2.0,,128.0,,2017-07-10 08:24:27.585057,43.585568,-79.643403,0101000020E61000007EC9C6832DE953C0C5CA68E4F3CA4540
6805870,1445,35627128,Entire home/apt,,PEEL,,CALEDON,7,4.5,4,2.0,,136.0,,2017-07-10 08:24:27.564465,43.790803,-80.017756,0101000020E6100000B3D30FEA220154C0124A5F0839E54540
9060213,1445,23792645,Entire home/apt,,PEEL,,MISSISSAUGA,0,0.0,4,2.0,,112.0,,2017-07-10 08:24:25.013080,43.587244,-79.64407,0101000020E61000006C95607138E953C0D862B7CF2ACB4540
17343343,1445,23792645,Entire home/apt,,PEEL,,MISSISSAUGA,0,0.0,4,2.0,,108.0,,2017-07-10 08:24:25.001963,43.587077,-79.642294,0101000020E6100000B11A4B581BE953C0ED9DD15625CB4540
19486358,1445,23792645,Entire home/apt,,PEEL,,MISSISSAUGA,0,0.0,4,2.0,,119.0,,2017-07-10 08:24:23.296543,43.586446,-79.642084,0101000020E61000003B527DE717E953C05D6F9BA910CB4540
8066559,1445,23792645,Entire home/apt,,PEEL,,MISSISSAUGA,3,5.0,4,2.0,,119.0,,2017-07-10 08:24:23.292423,43.585642,-79.642872,0101000020E6100000E7E099D024E953C0FF942A51F6CA4540
5338657,1445,23792645,Entire home/apt,,PEEL,,MISSISSAUGA,7,4.5,2,1.0,,119.0,,2017-07-10 08:24:23.289844,43.586638,-79.646594,0101000020E61000008CF2CCCB61E953C0A14B38F416CB4540
642411,1445,3210836,Entire home/apt,,PEEL,,MISSISSAUGA,2,0.0,4,2.0,,116.0,,2017-07-10 08:24:23.286839,43.586384,-79.646913,0101000020E6100000DD96C80567E953C0E77283A10ECB4540
5717926,1445,29644862,Entire home/apt,,PEEL,,CALEDON,1,0.0,6,4.0,,119.0,,2017-07-10 08:24:23.284133,43.7845,-79.98047,0101000020E6100000622D3E05C0FE53C023DBF97E6AE44540
3551182,1445,17876580,Entire home/apt,,PEEL,,MISSISSAUGA,0,0.0,2,1.0,,119.0,,2017-07-10 08:24:23.281542,43.584828,-79.646835,0101000020E61000001FBAA0BE65E953C07EE4D6A4DBCA4540
9990351,1445,1718194,Entire home/apt,,PEEL,,MISSISSAUGA,4,4.5,5,2.0,,111.0,,2017-07-10 08:24:21.716684,43.585479,-79.643691,0101000020E6100000B16EBC3B32E953C055BFD2F9F0CA4540
17460332,1445,110986914,Entire home/apt,,PEEL,,MISSISSAUGA,4,4.5,5,2.0,,111.0,,2017-07-10 08:24:19.739200,43.587551,-79.64296,0101000020E6100000B728B34126E953C0B5DD04DF34CB4540
13361686,1445,70811044,Entire home/apt,,PEEL,,MISSISSAUGA,17,4.5,5,2.0,,104.0,,2017-07-10 08:24:08.905753,43.587704,-79.641666,0101000020E6100000213D450E11E953C03CDD79E239CB4540
11568114,1445,48983802,Entire home/apt,,PEEL,,MISSISSAUGA,13,4.5,4,2.0,,119.0,,2017-07-10 08:24:08.887488,43.586966,-79.646085,0101000020E6100000EA5BE67459E953C095EEAEB321CB4540
6214888,1445,32230656,Entire home/apt,,PEEL,,MISSISSAUGA,11,5.0,4,2.0,,109.0,,2017-07-10 08:24:08.885344,43.598117,-79.637609,0101000020E6100000A8A8FA95CEE853C040170D198FCC4540
5987293,1445,31085227,Entire home/apt,,PEEL,,MISSISSAUGA,11,5.0,4,2.0,,119.0,,2017-07-10 08:24:07.435656,43.587324,-79.641655,0101000020E6100000271422E010E953C0F513CE6E2DCB4540
19183320,1445,133152149,Entire home/apt,,PEEL,,MISSISSAUGA,4,5.0,4,2.0,,112.0,,2017-07-10 08:24:05.778857,43.586081,-79.647302,0101000020E6100000AA285E656DE953C04BE7C3B304CB4540
2649365,1445,6803755,Entire home/apt,,PEEL,,MISSISSAUGA,5,3.5,4,2.0,,100.0,,2017-07-10 08:24:05.108996,43.570001,-79.602956,0101000020E6100000543BC3D496E653C0F9D7F2CAF5C84540
3150669,1445,1718194,Entire home/apt,,PEEL,,MISSISSAUGA,7,4.0,5,2.0,,88.0,,2017-07-10 08:24:05.104919,43.585118,-79.642399,0101000020E6100000EBFEB1101DE953C085268925E5CA4540
6077717,1445,4032576,Entire home/apt,,PEEL,,MISSISSAUGA,5,4.0,2,1.0,,88.0,,2017-07-10 08:24:05.101398,43.587742,-79.6318,0101000020E6100000386744696FE853C0293E3E213BCB4540
18106019,1445,7135549,Entire home/apt,,PEEL,,MISSISSAUGA,1,0.0,6,2.0,,96.0,,2017-07-10 08:24:05.099343,43.587633,-79.648727,0101000020E61000000F4240BE84E953C07286E28E37CB4540
18727923,1445,129851253,Entire home/apt,,PEEL,,MISSISSAUGA,0,0.0,6,2.0,,88.0,,2017-07-10 08:24:05.095746,43.61128,-79.658329,0101000020E61000008940F50F22EA53C075594C6C3ECE4540
13588948,1445,48983802,Entire home/apt,,PEEL,,MISSISSAUGA,2,0.0,2,1.0,,100.0,,2017-07-10 08:24:05.088691,43.587023,-79.645621,0101000020E61000001827BEDA51E953C0FA7FD59123CB4540
3694797,1445,1718194,Entire home/apt,,PEEL,,MISSISSAUGA,5,4.5,5,2.0,,103.0,,2017-07-10 08:24:03.392239,43.585573,-79.644282,0101000020E6100000B2D991EA3BE953C0D6355A0EF4CA4540
5906342,1445,4032576,Entire home/apt,,PEEL,,MISSISSAUGA,3,4.5,3,1.0,,95.0,,2017-07-10 08:24:03.389243,43.586394,-79.648174,0101000020E61000008507CDAE7BE953C00A4966F50ECB4540
19039017,1445,110986914,Entire home/apt,,PEEL,,MISSISSAUGA,0,0.0,3,1.0,,95.0,,2017-07-10 08:24:03.386393,43.586913,-79.648281,0101000020E61000009067976F7DE953C0734C16F71FCB4540
17415479,1445,110986914,Entire home/apt,,PEEL,,MISSISSAUGA,3,4.5,5,2.0,,88.0,,2017-07-10 08:24:03.381802,43.5874,-79.642749,0101000020E610000059A2B3CC22E953C0D0D556EC2FCB4540
17573120,1445,110986914,Entire home/apt,,PEEL,,MISSISSAUGA,3,5.0,5,2.0,,103.0,,2017-07-10 08:24:03.361269,43.586559,-79.641851,0101000020E6100000EA79371614E953C05516855D14CB4540
2003098,1445,4032576,Entire home/apt,,PEEL,,MISSISSAUGA,10,4.0,5,2.0,,99.0,,2017-07-10 08:24:02.319381,43.586875,-79.642982,0101000020E6100000AB7AF99D26E953C085EB51B81ECB4540
13496271,1445,5714855,Entire home/apt,,PEEL,,MISSISSAUGA,0,0.0,5,2.0,,88.0,,2017-07-10 08:24:00.756645,43.588155,-79.638277,0101000020E61000007F32C687D9E853C04CFDBCA948CB4540
13938825,1445,30866868,Entire home/apt,,PEEL,,MISSISSAUGA,26,5.0,6,3.0,,88.0,,2017-07-10 08:24:00.732988,43.602932,-79.655183,0101000020E61000004A79AD84EEE953C01FDB32E02CCD4540
5983017,1445,1930908,Entire home/apt,,PEEL,,MISSISSAUGA,8,5.0,6,3.0,,96.0,,2017-07-10 08:23:58.978214,43.591671,-79.631804,0101000020E6100000D95E0B7A6FE853C0ED7E15E0BBCB4540
10846851,1445,55264246,Entire home/apt,,PEEL,,MISSISSAUGA,1,0.0,3,1.0,,100.0,,2017-07-10 08:23:58.971964,43.570553,-79.600198,0101000020E6100000FA47DFA469E653C03DD175E107C94540
17475371,1445,7135549,Entire home/apt,,PEEL,,MISSISSAUGA,9,4.5,5,2.0,,92.0,,2017-07-10 08:23:58.966669,43.58684,-79.648203,0101000020E6100000D28A6F287CE953C009FEB7921DCB4540
18915783,1445,90009756,Entire home/apt,,PEEL,,MISSISSAUGA,2,0.0,4,2.0,,96.0,,2017-07-10 08:23:58.962658,43.586902,-79.64164,0101000020E61000008CF337A110E953C07FFACF9A1FCB4540
18033506,1445,48632522,Entire home/apt,,PEEL,,BRAMPTON,9,4.5,5,3.0,,100.0,,2017-07-10 08:23:58.949794,43.689719,-79.800726,0101000020E6100000A4C343183FF353C0043752B648D84540
18250503,1445,88400984,Entire home/apt,,PEEL,,MISSISSAUGA,18,5.0,2,2.0,,96.0,,2017-07-10 08:23:58.110450,43.617691,-79.656599,0101000020E610000086E5CFB705EA53C04B04AA7F10CF4540
13820511,1445,81420556,Entire home/apt,,PEEL,,MISSISSAUGA,1,0.0,2,1.0,,68.0,,2017-07-10 08:23:56.666580,43.586494,-79.646111,0101000020E61000007FA5F3E159E953C06EA6423C12CB4540
15556865,1445,76903079,Entire home/apt,,PEEL,,MISSISSAUGA,0,0.0,2,1.0,,71.0,,2017-07-10 08:23:56.663935,43.589861,-79.631215,0101000020E6100000A86F99D365E853C0CA17B49080CB4540
8664105,1445,34365934,Entire home/apt,,PEEL,,MISSISSAUGA,19,4.5,2,1.0,,80.0,,2017-07-10 08:23:56.653957,43.535876,-79.677229,0101000020E6100000C7B94DB857EB53C00C5BB39597C44540
18520407,1445,128558290,Entire home/apt,,PEEL,,MISSISSAUGA,0,0.0,2,1.0,,68.0,,2017-07-10 08:23:56.652063,43.575046,-79.617257,0101000020E6100000880E812381E753C00AD9791B9BC94540
14137604,1445,68523074,Entire home/apt,,PEEL,,MISSISSAUGA,4,4.0,6,2.0,,80.0,,2017-07-10 08:23:56.649906,43.718085,-79.620266,0101000020E610000087342A70B2E753C0C45F9335EADB4540
9117053,1445,26925272,Entire home/apt,,PEEL,,CALEDON,10,4.5,5,3.0,,80.0,,2017-07-10 08:23:56.646963,43.893934,-79.7508,0101000020E61000008E75711B0DF053C02864E76D6CF24540
7670956,1445,40276256,Entire home/apt,,PEEL,,MISSISSAUGA,7,5.0,2,0.0,,72.0,,2017-07-10 08:23:55.314443,43.577029,-79.585705,0101000020E6100000A306D3307CE553C0FBEB1516DCC94540
10408538,1445,13834156,Entire home/apt,,PEEL,,MISSISSAUGA,7,4.5,2,2.0,,68.0,,2017-07-10 08:23:55.293067,43.576771,-79.64273,0101000020E61000001E8A027D22E953C0FF23D3A1D3C94540
13082451,1445,56352478,Entire home/apt,,PEEL,,MISSISSAUGA,12,5.0,2,1.0,,64.0,,2017-07-10 08:23:55.288370,43.625443,-79.609345,0101000020E6100000CBBE2B82FFE653C08D4127840ED04540
9508735,1445,45757725,Entire home/apt,,PEEL,,MISSISSAUGA,1,0.0,2,0.0,,64.0,,2017-07-10 08:23:55.285547,43.589065,-79.774184,0101000020E610000089450C3B8CF153C0EF1B5F7B66CB4540
3099210,1445,1718194,Entire home/apt,,PEEL,,MISSISSAUGA,15,4.5,5,2.0,,79.0,,2017-07-10 08:23:55.273865,43.585696,-79.642903,0101000020E610000005E09F5225E953C0F2B22616F8CA4540
12972139,1445,57288640,Entire home/apt,,PEEL,,MISSISSAUGA,7,3.5,4,2.0,,68.0,,2017-07-10 08:23:53.473822,43.555739,-79.580891,0101000020E61000009BE271512DE553C04E0E9F7422C74540
7665525,1445,36573972,Entire home/apt,,PEEL,,MISSISSAUGA,6,4.5,2,1.0,,76.0,,2017-07-10 08:23:53.470736,43.534049,-79.690253,0101000020E6100000D13DEB1A2DEC53C013BBB6B75BC44540
17888608,1445,82207311,Entire home/apt,,PEEL,,MISSISSAUGA,11,5.0,6,3.0,,80.0,,2017-07-10 08:23:52.047087,43.608714,-79.664277,0101000020E61000000A9FAD8383EA53C0054F2157EACD4540
6646394,1445,34204948,Entire home/apt,,PEEL,,MISSISSAUGA,4,5.0,2,0.0,,80.0,,2017-07-10 08:23:51.278506,43.548418,-79.720927,0101000020E61000006BF3FFAA23EE53C0D4449F8F32C64540
17826706,1445,30630246,Entire home/apt,,PEEL,,MISSISSAUGA,5,5.0,8,3.0,,80.0,,2017-07-10 08:23:51.247243,43.510661,-79.642498,0101000020E6100000B56FEEAF1EE953C0DC2BF3565DC14540
12605694,1445,3702459,Entire home/apt,,PEEL,,MISSISSAUGA,4,4.5,4,2.0,,72.0,,2017-07-10 08:23:49.862764,43.566881,-79.742175,0101000020E61000002A3A92CB7FEF53C0A5DC7D8E8FC84540
16810891,1445,110683509,Entire home/apt,,PEEL,,MISSISSAUGA,6,5.0,4,1.0,,63.0,,2017-07-10 08:23:49.848146,43.587756,-79.648986,0101000020E6100000F56393FC88E953C08E03AF963BCB4540
16567897,1445,109131284,Entire home/apt,,PEEL,,MISSISSAUGA,21,5.0,4,1.0,,77.0,,2017-07-10 08:23:49.835428,43.557197,-79.587608,0101000020E61000008DB7955E9BE553C0F436363B52C74540
19247295,1445,112478825,Entire home/apt,,PEEL,,MISSISSAUGA,2,0.0,4,1.0,,72.0,,2017-07-10 08:23:48.105634,43.581523,-79.621363,0101000020E610000072FC5069C4E753C0976F7D586FCA4540
17513702,1445,10385142,Entire home/apt,,PEEL,,MISSISSAUGA,0,0.0,6,2.0,,79.0,,2017-07-10 08:23:48.098186,43.545809,-79.595589,0101000020E6100000DF3653211EE653C0656EBE11DDC54540
19173018,1445,82505195,Entire home/apt,,PEEL,,BRAMPTON,0,0.0,8,4.0,,75.0,,2017-07-10 08:23:48.084857,43.637603,-79.793409,0101000020E610000088D68A36C7F253C06E6AA0F99CD14540
19593064,1445,137733879,Entire home/apt,,PEEL,,BRAMPTON,0,0.0,4,2.0,,73.0,,2017-07-10 08:23:46.615539,43.651127,-79.770278,0101000020E610000003B5183C4CF153C07445292158D34540
14206474,1445,46661167,Entire home/apt,,PEEL,,MISSISSAUGA,96,4.5,10,1.0,,77.0,,2017-07-10 08:23:46.601321,43.585506,-79.647278,0101000020E6100000E65AB4006DE953C04FCE50DCF1CA4540
18160876,1445,18912949,Entire home/apt,,PEEL,,MISSISSAUGA,2,0.0,2,2.0,,60.0,,2017-07-10 08:23:45.175886,43.560439,-79.581748,0101000020E6100000DCA0F65B3BE553C094331477BCC74540
15056427,1445,95179084,Entire home/apt,,PEEL,,MISSISSAUGA,1,0.0,2,1.0,,47.0,,2017-07-10 08:23:43.775297,43.580024,-79.626102,0101000020E6100000747D1F0E12E853C09372F7393ECA4540
19198481,1445,132402582,Entire home/apt,,PEEL,,MISSISSAUGA,0,0.0,3,1.0,,62.0,,2017-07-10 08:23:43.765858,43.58538,-79.642234,0101000020E61000004698A25C1AE953C0C2DD59BBEDCA4540
15919619,1445,83011572,Entire home/apt,,PEEL,,MISSISSAUGA,3,4.5,2,1.0,,56.0,,2017-07-10 08:23:42.323916,43.54556,-79.719345,0101000020E6100000A2629CBF09EE53C0BD00FBE8D4C54540
14198678,1445,85109037,Entire home/apt,,PEEL,,MISSISSAUGA,13,5.0,5,3.0,,56.0,,2017-07-10 08:23:42.320303,43.52259,-79.632415,0101000020E6100000FD9FC37C79E853C0BB9BA73AE4C24540
9033481,1445,33080193,Entire home/apt,,PEEL,,BRAMPTON,14,4.5,4,1.0,,55.0,,2017-07-10 08:23:42.295496,43.753315,-79.725438,0101000020E6100000A45181936DEE53C00A4B3CA06CE04540
14787996,1445,66055770,Entire home/apt,,PEEL,,BRAMPTON,7,4.5,4,0.0,,48.0,,2017-07-10 08:23:40.795512,43.643234,-79.756204,0101000020E6100000AE4676A565F053C06FD6E07D55D24540
14576735,1445,4962230,Entire home/apt,,PEEL,,MISSISSAUGA,48,5.0,3,0.0,,48.0,,2017-07-10 08:23:40.024896,43.587904,-79.615099,0101000020E6100000593332C85DE753C00398327040CB4540
13347501,1445,75577225,Entire home/apt,,PEEL,,MISSISSAUGA,81,4.5,4,1.0,,56.0,,2017-07-10 08:23:38.425477,43.599228,-79.619131,0101000020E6100000253CA1D79FE753C07A6CCB80B3CC4540
19310091,1445,4179006,Entire home/apt,,PEEL,,MISSISSAUGA,0,0.0,3,2.0,,42.0,,2017-07-10 08:23:38.423064,43.588426,-79.631624,0101000020E610000099D711876CE853C0DC0E0D8B51CB4540
14323052,1445,31129357,Entire home/apt,,PEEL,,MISSISSAUGA,6,4.5,2,1.0,,40.0,,2017-07-10 08:23:35.907523,43.575429,-79.730957,0101000020E61000001172DEFFC7EE53C0C21550A8A7C94540
